contractNo,desc,vendorID,vendorName,agency,beginDate,endDate,totalContractAmt,amtSpent,amtRemaining
P517869:0,Turnout Gear Cleaning & Maintenance,00000374,Lion Apparel,FIRE,08/25/2011,08/24/2012,$300000.00,$299005.11,$994.89
P517870:0,INSTRUMENTATION PARTS,00012902,"Chesapeake Flow Solutions, LLC",City-Wide,08/15/2011,08/14/2014,$200000.00,$57993.50,$142006.50
P517872:0,Repair and Maintenance Services-Electrical Motors Up to 300 H.P.,00000045,TEAM Service Corporation,City-Wide,08/10/2011,08/10/2014,$924000.00,$421296.88,$502703.12
P517873:0,Repair and Maintenance Services-Electrical Motors Up to 300 H.P.,00002691,Electric Motor Repair Company,City-Wide,08/10/2011,08/09/2014,$500000.00,$341444.05,$158555.95
P517875:0,"SECURITY FOR 2700 N CHARLES ST, 2ND FL.",00003484,"Future Care Homewood Properties, LLC",HOUSING & COMMUNITY DEVELOPMENT,09/01/2011,06/30/2012,$10000.00,$7000.00,$3000.00
P517876:0,Repair and Maintenance Services-Electrical Motors above 300 H.P.,00000045,TEAM Service Corporation,City-Wide,07/20/2011,07/19/2014,$500000.00,$123841.20,$376158.80
P517879:0,MICRO CHEMICAL SUPPLIES & SPILLS KITS - DPW,00006011,VWR International,PUBLIC WORKS,08/12/2011,08/11/2012,$4900.00,$4586.74,$313.26
P517881:0,Pickup  and Removal Services for Bio-medical Waste ,00002117,"BIOMEDICAL WASTE SERVICES, INC",HEALTH,10/01/2011,09/30/2012,$34425.00,$17697.00,$16728.00
P517885:0,Contraceptives,00003887,R&S Northeast LLC,HEALTH,08/18/2011,08/17/2012,$30000.00,$9757.55,$20242.45
P517892:0,Testing and Analysis,00002782,"Microbac Laboratories, Inc.",PUBLIC WORKS,08/24/2011,08/23/2012,$9480.00,$5935.00,$3545.00
P517893:0,Uniform & Locker Rental with Laundry Service,00001891,G&K Services,PUBLIC WORKS,09/01/2011,08/31/2013,$300000.00,$9647.90,$290352.10
P517893:0,Uniform & Locker Rental with Laundry Service,00001891,G&K Services,GENERAL SERVICES,09/01/2011,08/31/2013,$75000.00,$4547.48,$70452.52
P517893:0,Uniform & Locker Rental with Laundry Service,00001891,G&K Services,TRANSPORTATION,09/01/2011,08/31/2013,$5000.00,$0.00,$5000.00
P517894:0,"VARIOUS CHAINS, WIRES & ROPES - DPW",00001989,Indusco Wire Rope & Supplies,PUBLIC WORKS,08/16/2011,08/14/2012,$4900.00,$4860.80,$39.20
P517906:0,DNA Analysis Reagents,00003269,Applied Biosystems,POLICE,09/01/2011,12/31/2012,$199259.40,$83760.96,$115498.44
P517917:0,Motor Vehicle Exhaust System Repairs ,00000341,Meineke Car Care Center,GENERAL SERVICES,11/01/2011,10/31/2014,$75000.00,$18521.97,$56478.03
P517918:0,Motor Vehicle Exhaust System Repairs ,00003207,"Salvo Limited Partnership, LLLP",GENERAL SERVICES,11/01/2011,10/31/2014,$25000.00,$0.00,$25000.00
P517923:0,EMERGENCY PIPE REPAIR MATERIALS - DPW,00000464,"Belair Road Supply Co., Inc",PUBLIC WORKS,08/18/2011,08/17/2012,$4900.00,$106.93,$4793.07
P517926:0,SKALAR CONSUMABLE PARTS,00003389,"Skalar, Inc.",PUBLIC WORKS,08/18/2011,08/17/2012,$48472.50,$9969.00,$38503.50
P517931:0, IDEXX Water Microbiology Products - Montebello ,00005118,"IDEXX Distribuition, Inc",PUBLIC WORKS,08/18/2011,09/08/2012,$28906.00,$16200.00,$12706.00
P517932:0,Helicopter Replacement Parts and Maintenance,00020742,American Eurocopter Corporation,POLICE,08/10/2011,03/31/2012,$655800.00,$655800.00,$0.00
P517948:0,Vehicle Keys,00016879,Armen Lock LLC,POLICE,08/19/2011,08/18/2012,$5000.00,$5000.00,$0.00
P517954:0,USAR Warehouse,00023243,"Merritt Properties, LLC",FIRE,07/01/2011,06/30/2015,$422883.00,$84217.50,$338665.50
P517969:0,"Bed Sets -- Mattresses, Box Springs, Bed Frames & Mattress Covers",00015335,"The Asset Store, LLC dba Overstock Outlet",City-Wide,08/17/2011,08/17/2012,$27900.00,$27900.00,$0.00
P517975:0,Fire Tools,00003324,"Witmer Associates, Inc.",FIRE,08/31/2011,08/30/2012,$50000.00,$49945.98,$54.02
P517997:0,Idexx  Laboratories - Patapsco Lab,00005118,"IDEXX Distribuition, Inc",PUBLIC WORKS,09/01/2011,08/31/2012,$10344.00,$10294.00,$50.00
P518003:0,Compressed Air & Gasses,00001647,ROBERTS OXYGEN COMPANY,POLICE,09/01/2011,08/31/2012,$14106.70,$7445.00,$6661.70
P518004:0,Blanket for Sewer Bricks- Storm Water,00000464,"Belair Road Supply Co., Inc",PUBLIC WORKS,08/25/2011,08/24/2012,$12000.00,$9939.20,$2060.80
P518010:0,Hay for Horses,00006169,Richards Farm LLC,POLICE,08/26/2011,08/25/2012,$15000.00,$15000.00,$0.00
P518013:0,Courier Services,00000451,Falcon Express Transportation,HEALTH,10/01/2011,09/30/2012,$16000.00,$12730.96,$3269.04
P518024:0,Horse Feed and Bedding,00000673,The Mill of Bel Air,POLICE,09/01/2011,08/31/2012,$8000.00,$2238.55,$5761.45
P518034:0,Roly Poly - HP  ,00017092,JK Roly Poly LLC,HEALTH,09/01/2011,03/30/2012,$3650.00,$2575.85,$1074.15
P518081:0,Custom Contract Database,00009359,EA Engineering,MAYOR'S OFFICE,09/01/2011,08/31/2012,$18992.28,$0.00,$18992.28
P518091:0, Locksmith Services ,00002154,"Easter's Lock and Access Systems, Inc",City-Wide,08/17/2011,08/16/2014,$100000.00,$48358.27,$51641.73
P518092:0," Locksmith Services , First Call",00002415,"BALTIMORE LOCK & HARDWARE, INC.",City-Wide,08/17/2011,08/16/2014,$190500.00,$25452.76,$165047.24
P518094:0,Provide Floor Stripping & Waxing Services,00003774,"Affordable Carpet Cleaning, Inc.",GENERAL SERVICES,08/10/2011,08/09/2012,$67500.00,$3712.00,$63788.00
P518096:0,Janitorial Service - Branch #18,00002055,Jani-King of Baltimore,ENOCH PRATT FREE LIBRARY,07/01/2011,06/30/2012,$7044.00,$7044.00,$0.00
P518105:0,Hauling of Asphalt,00009293,"Cherry Hill Hauling & Towing Service, Inc.",TRANSPORTATION,08/24/2011,08/23/2013,$50000.00,$0.00,$50000.00
P518106:0,Hauling of Asphalt,00004486,"L & J Construction Service, Inc.",TRANSPORTATION,08/24/2011,08/23/2013,$150000.00,$147694.16,$2305.84
P518109:0,RPR Items,00002581,Amerisochi,HEALTH,09/01/2011,08/31/2012,$11120.70,$0.00,$11120.70
P518110:0,Liquid Hydrogen peroxide 2011,00002741,"George S. Coyne Chemical Co., Inc.",PUBLIC WORKS,10/01/2011,09/30/2012,$47380.00,$23690.00,$23690.00
P518112:0,Various Training Classes For Fleet Management Division,00019150,Raytheon Professional Services LLC,GENERAL SERVICES,08/17/2011,08/16/2012,$67940.00,$45580.00,$22360.00
P518118:0,DNA Investigator Kits and Equipment,00003253,"Qiagen, Inc.",POLICE,09/01/2011,12/31/2012,$58413.84,$18255.00,$40158.84
P518127:0,800 MHz Radio Communications Facilities Maintenance Agreement,00001592,"Motorola Solutions, Inc.",City-Wide,08/24/2011,09/23/2016,$10000000.00,$1841994.68,$8158005.32
P518133:0,EHD Gloves/Sanitary Pads,00000029,Moore Medical LLC,HEALTH,09/19/2011,09/18/2012,$10560.00,$7352.10,$3207.90
P518143:0,Parts & Maint for Process Camera System,00006722,G E Richards' Graphic Supply,POLICE,09/12/2011,09/11/2012,$1500.00,$0.00,$1500.00
P518155:0,Hope/Kreonite P&S,00008478,"KHALL SOLUTIONS, LLC",POLICE,11/30/2011,11/29/2012,$11000.00,$3200.00,$7800.00
P518157:0,Latent Print Lab Daily Use Items,00003215,Arrowhead Forensics,POLICE,09/08/2011,09/07/2012,$21295.72,$0.00,$21295.72
P518159:0,Provide Hamada Supplies and Parts,00006722,G E Richards' Graphic Supply,BUREAU OF PURCHASES,09/12/2011,09/11/2012,$5000.00,$0.00,$5000.00
P518160:0,MAJOR & SMALL APPLIANCES,00002150,Battle and Battle Distributors Inc,FIRE,09/12/2011,09/11/2012,$28300.00,$6597.52,$21702.48
P518160:0,MAJOR & SMALL APPLIANCES,00002150,Battle and Battle Distributors Inc,City-Wide,09/12/2011,09/11/2012,$6637.00,$4477.68,$2159.32
P518162:0,Drug Lab Daily Use Consummables; Police Dept,00002734,Fisher Scientific,POLICE,09/12/2011,09/11/2012,$16000.00,$4909.00,$11091.00
P518169:0,2011 Airman Compressors,00000303,CORRELLI INCORPORATED,PUBLIC WORKS,08/17/2011,08/16/2012,$193592.00,$193592.00,$0.00
P518169:0,2011 Airman Compressors,00000303,CORRELLI INCORPORATED,GENERAL SERVICES,08/17/2011,08/16/2012,$13828.00,$13828.00,$0.00
P518180:0,court recording company,00000169,"Free State Reporting, Inc.",City-Wide,11/01/2011,10/31/2012,$22464.00,$3972.64,$18491.36
P518191:0,Fire Tool & Equipment Repairs,00002111,MES/MARYLAND,FIRE,09/12/2011,09/11/2012,$24500.00,$10885.83,$13614.17
P518193:0,DHD Gloves/Pads,00000029,Moore Medical LLC,HEALTH,09/19/2011,09/18/2012,$6378.00,$0.00,$6378.00
P518218:0,Supplies for the Epson 9600 Plotter,00003460,MARTIN SUPPLY INC.,BUREAU OF PURCHASES,09/20/2011,09/19/2012,$4995.00,$0.00,$4995.00
P518231:0,Helicopters; BCPD,00020742,American Eurocopter Corporation,POLICE,09/21/2011,09/20/2012,$9498454.00,$2231692.00,$7266762.00
P518238:0,Mower & Trimmer parts/repairs,00003977,"Finch Services, Inc.",FIRE,09/22/2011,09/21/2012,$4560.00,$3393.83,$1166.17
P518267:0,ITT GOULDS & ITT ALLIS CHALMERS PUMPS PARTS ,00003238,Geiger Pump & Equipment Company,PUBLIC WORKS,09/14/2011,08/13/2013,$80000.00,$79710.86,$289.14
P518300:0,Parts & Service for Parts Washers,00007059,Myco Incorporated,GENERAL SERVICES,09/22/2011,09/21/2012,$4999.00,$0.00,$4999.00
P518313:0,Janitorial Services for Area D,00002055,Jani-King of Baltimore,GENERAL SERVICES,10/16/2011,10/15/2012,$482227.72,$184154.42,$298073.30
P518314:0,Medical Supplies,00001131,southeastern emergency equipment,HEALTH,10/06/2011,10/05/2012,$12313.00,$1384.92,$10928.08
P518326:0,"CI Fittings, Flanged Tees & Elbow",00002543,HD SUPPLY,PUBLIC WORKS,11/16/2011,11/15/2012,$15000.00,$0.00,$15000.00
P518329:0,Waste management Trash Pick Up for John Booth Senior Center,00000537,"Waste Management of MD, Inc.",HEALTH,10/01/2011,06/30/2012,$950.00,$837.76,$112.24
P518331:0,Epipens,00003887,R&S Northeast LLC,HEALTH,10/19/2011,10/18/2012,$26553.80,$0.00,$26553.80
P518375:0,Handbox Frames and Covers-Conduits,00000464,"Belair Road Supply Co., Inc",TRANSPORTATION,10/05/2011,10/04/2012,$19514.00,$7317.75,$12196.25
P518377:0,MODEMS FOR TRAFFIC SIGNALS,00002744,Globe Electric Supply Co. ,TRANSPORTATION,10/19/2011,10/18/2012,$14447.70,$14312.70,$135.00
P518378:0,Fire Station Water Testing,00002195,"Penniman and Browne, Inc.",FIRE,10/07/2011,03/29/2012,$2520.00,$2520.00,$0.00
P518382:0,EXPIRED CHEMICAL REMOVAL,00000495,"Clean Venture, Inc.",PUBLIC WORKS,10/11/2011,10/10/2012,$4130.00,$0.00,$4130.00
P518384:0,MJ Valve ,00002543,HD SUPPLY,PUBLIC WORKS,10/15/2011,10/14/2014,$300000.00,$128849.15,$171150.85
P518385:0,MJ Valve Blanket LB Water Service ,00003104,"L/B Water Service, Inc.",PUBLIC WORKS,10/15/2011,10/14/2014,$100000.00,$45704.40,$54295.60
P518386:0,Drain Cleaning services,00020363,"Mitchell Plumbing & Heating, Inc",GENERAL SERVICES,09/15/2011,09/14/2014,$138230.00,$25029.53,$113200.47
P518408:0,Controls & Switches/Energy Circle,00000690,GRAYBAR ELECTRIC,GENERAL SERVICES,10/14/2011,10/13/2012,$30000.00,$29994.84,$5.16
P518412:0,"POLYMERIC FLOCCULANT, CENTRIFUGE DEWATERING ",00023597,BASF Corporation,PUBLIC WORKS,10/13/2011,10/31/2012,$500000.00,$499999.50,$0.50
P518416:0,MAINTENANCE RENEWAL AGREEMENT - GETINGE AUTOCLAVES - DPW,00000272,"Getinge USA, Inc.",PUBLIC WORKS,10/13/2011,10/12/2012,$7548.00,$5661.00,$1887.00
P518422:0,RESTOCK-SUB. PUMP,00003038,"C&D Municipal Sales, Inc.",PUBLIC WORKS,10/13/2011,10/12/2012,$10210.00,$10210.00,$0.00
P518438:0,O2 & Acetylene,00001619,GT&S inc,FIRE,10/18/2011,10/17/2012,$2700.00,$1654.98,$1045.02
P518443:0,"Calcium Chloride, Ice Melting Compound,",00000391,"International Salt Co., LLC",City-Wide,11/01/2011,10/31/2014,$100000.00,$2596.00,$97404.00
P518444:0,1st Call-Salt for Snow Melting,00001533,"Eastern Salt Co., Inc.",City-Wide,11/01/2011,10/31/2014,$5000000.00,$0.00,$5000000.00
P518457:0,Routine and Preventative Maintenance of City-Owned Fountains,00004590,FOUNTAIN CRAFT MFG.,TRANSPORTATION,10/12/2011,10/11/2013,$189142.00,$22928.25,$166213.75
P518458:0,Routine and Preventative Maintenance of City-Owned Fountains,00023264,"Field Enterprises, LLC",TRANSPORTATION,10/12/2011,10/11/2013,$144696.00,$0.00,$144696.00
P518459:0,Batteries for HZMT - Graybar,00000690,GRAYBAR ELECTRIC,FIRE,10/19/2011,10/18/2012,$1000.00,$0.00,$1000.00
P518463:0,Toner and Ink Cartridges,00002349,Rudolph's Office & Computer Supply Inc.,City-Wide,10/11/2011,10/10/2012,$890000.00,$151107.76,$738892.24
P518464:0,Spring and Suspension Repairs,00005211,Middleton & Meads,GENERAL SERVICES,11/01/2011,10/31/2014,$2500000.00,$256019.87,$2243980.13
P518465:0,"Maintenance, Parts and Repair Service for The Fire Boats",00000246,The General Ship Repair Corp.,GENERAL SERVICES,11/01/2011,10/31/2014,$750000.00,$0.00,$750000.00
P518466:0,"Maintenance, Parts and Repair Service for The Fire Boats",00004276,Marcon Engineering,GENERAL SERVICES,11/01/2011,10/31/2014,$2250000.00,$106297.16,$2143702.84
P518469:0,"MICRO,CHEMICAL SUPPLIES & QC",00006131,Colonial Scientific,PUBLIC WORKS,10/20/2011,10/19/2012,$4757.83,$0.00,$4757.83
P518481:0,QFT Tubes (Chest Clinic),00013271,Cellestis Inc,HEALTH,10/21/2011,10/20/2012,$1320.00,$1320.00,$0.00
P518493:0,Vials & Caps for BCPD Crime Lab ,00003367,Products Unlimited,POLICE,10/19/2011,10/18/2012,$26344.80,$13672.40,$12672.40
P518496:0,Janitorial Services BR #8,00002551,Alty cleaning service inc.,ENOCH PRATT FREE LIBRARY,10/20/2011,10/19/2012,$6480.00,$6480.00,$0.00
P518499:0,Janitorial Services - BRS. 10 & 22,00002551,Alty cleaning service inc.,ENOCH PRATT FREE LIBRARY,11/01/2011,10/31/2012,$17280.00,$17280.00,$0.00
P518500:0,Janitorial Services - BR. 14,00002551,Alty cleaning service inc.,ENOCH PRATT FREE LIBRARY,11/01/2011,10/31/2012,$7200.00,$7200.00,$0.00
P518508:0,Pedestrian Crossing Signs,00004316,TAPCO (TRAFFIC & PARKING CONTROL CO. INC.),TRANSPORTATION,10/25/2011,10/24/2012,$23143.00,$4628.60,$18514.40
P518521:0,Internet,00005038,Comcast Business Services,PUBLIC WORKS,11/04/2011,11/03/2012,$1157.80,$0.00,$1157.80
P518522:0,EHD Needles,00001131,southeastern emergency equipment,HEALTH,10/26/2011,10/25/2012,$7860.00,$0.00,$7860.00
P518523:0,Medical-Orth Evra Patch,00015754,Smith Medical Partners LLC,HEALTH,11/01/2011,10/31/2012,$13504.00,$10464.00,$3040.00
P518548:0,Air Lines & Fittings,00006477,FLOWLINE COMPONENTS,FIRE,11/01/2011,10/31/2012,$3096.74,$0.00,$3096.74
P518550:0,"Janitorial Service, 3411 Bank St., 2011-12",00015799,"PREFERRED CLEANING, LLC",HOUSING & COMMUNITY DEVELOPMENT,12/01/2011,11/30/2012,$8400.00,$8400.00,$0.00
P518554:0,Monthly Hands Free Sanitary Disposal  Service,00000507,Workplace Essentials,GENERAL SERVICES,11/10/2011,11/09/2012,$9991.00,$6660.72,$3330.28
P518556:0,25% SODIUM HYDROXIDE SOLUTION,00000490,Univar USA Inc.,PUBLIC WORKS,11/01/2011,10/31/2012,$122265.00,$61132.50,$61132.50
P518558:0,Various Sizes Spiral Binders,00007179,"Spiral Binding Company, Inc",BUREAU OF PURCHASES,11/03/2011,11/02/2012,$4000.00,$0.00,$4000.00
P518560:0, KSB Pumps and Parts,00003238,Geiger Pump & Equipment Company,PUBLIC WORKS,10/28/2011,10/26/2013,$45000.00,$42460.00,$2540.00
P518582:0,"Pulsafeeder, Eclipse Pumps and Parts",00003238,Geiger Pump & Equipment Company,PUBLIC WORKS,10/28/2011,10/26/2013,$25000.00,$17773.38,$7226.62
P518605:0,Stretcher Repair,00001813,PRO-FIX MEDICAL REPAIR AND SALES LLC,FIRE,11/02/2011,11/01/2012,$75000.00,$22847.98,$52152.02
P518606:0,Outsourcing DNA Lab Work,00001552,Orchid Cellmark Inc.,POLICE,11/02/2011,11/01/2012,$200000.00,$183275.00,$16725.00
P518619:0,Blanket - Roadway Valve Boxes,00003104,"L/B Water Service, Inc.",PUBLIC WORKS,11/09/2011,11/08/2012,$22000.00,$16036.00,$5964.00
P518620:0, Bond Paper ,00000110,"AJ Stationers, Inc.",GENERAL SERVICES,11/14/2011,11/13/2012,$17475.05,$4190.00,$13285.05
P518624:0,CLINICAL SUPPLIES-OUTREACH,00001131,southeastern emergency equipment,HEALTH,10/12/2011,10/11/2012,$19922.00,$0.00,$19922.00
P518661:0,Rental lease for Cherry Hill - 13th yr.,00005482,"Cherry Hill Town Center, Inc.",HOUSING & COMMUNITY DEVELOPMENT,11/01/2011,10/31/2012,$40830.24,$40830.24,$0.00
P518668:0,Steel-Toe Rubber Hip Boots,00023485,"A&A Sales Associates, LLC",PUBLIC WORKS,10/05/2011,10/04/2012,$44457.00,$28453.50,$16003.50
P518692:0,FRAMING MATERIALS & SUPPLIES - BCPD,00001199,The Furst Brothers Company,POLICE,11/21/2011,11/20/2012,$19500.00,$11411.60,$8088.40
P518704:0,Latex & Nitrile Gloves ,00022974,P H & S Products LLC,POLICE,11/16/2011,11/15/2012,$31000.00,$16795.00,$14205.00
P518711:0,Continuous Flow Analyzer Systems / Continuous Flow Analyzers ,00003389,"Skalar, Inc.",PUBLIC WORKS,10/31/2011,10/30/2012,$237013.00,$174211.00,$62802.00
P518721:0,Paragard,00017854,TEVA Pharmaceuticals,HEALTH,12/01/2011,11/30/2012,$6563.52,$6563.52,$0.00
P518726:0,Construction Roll-up Signs,00006260,Korman Signs Inc,City-Wide,12/07/2011,12/06/2012,$44504.00,$4825.00,$39679.00
P518747:0,Supply & Deliver Lumber to Various City Agencies,00001169,Louis J. Grasmick Lumber Co.,City-Wide,12/01/2011,11/30/2013,$827480.00,$124408.27,$703071.73
P518749:0,Emergency Medical Supplies; Fire Dept,00000029,Moore Medical LLC,FIRE,11/23/2011,11/22/2012,$150000.00,$0.00,$150000.00
P518750:0,Emergency Medical Supplies; Fire Dept,00002485,Bound Tree Medical LLC,FIRE,11/23/2011,11/22/2012,$200000.00,$52668.76,$147331.24
P518751:0,Emergency Medical Supplies; Fire Dept,00010115,"Midwest Medical Supply, LLC",FIRE,11/23/2011,11/22/2012,$200000.00,$17791.66,$182208.34
P518755:0,Railroad Spikes Blanket,00002808,Fastenal,PUBLIC WORKS,11/18/2011,11/17/2012,$40000.00,$5474.00,$34526.00
P518762:0,Rent 4536 Edmondson Village 11/01/11 - 10/31/12,00010394,Edmondson Village,HEALTH,11/01/2011,10/31/2012,$41556.00,$23365.75,$18190.25
P518766:0,Blanket - Water Supply Repair Tools,00002543,HD SUPPLY,PUBLIC WORKS,11/17/2011,11/16/2012,$25000.00,$7123.70,$17876.30
P518770:0,Aluminum Vehicle Traffic &   Pedestrian Signal Assemblies,00004478,General Traffic Equipment Corp.,TRANSPORTATION,12/01/2011,11/30/2012,$163000.00,$0.00,$163000.00
P518787:0,FURNISH & DELIVER CHLOR/DECHLOR PARTS & SUPPLIES,00008365,"CFI Services,INC.",PUBLIC WORKS,11/30/2011,11/29/2012,$18000.00,$13884.41,$4115.59
P518798:0,Air Lines/Fittings,00006477,FLOWLINE COMPONENTS,FIRE,12/07/2011,12/06/2012,$3171.45,$0.00,$3171.45
P518803:0,Medroxy,00003887,R&S Northeast LLC,HEALTH,12/01/2011,11/30/2012,$21894.00,$16993.20,$4900.80
P518807:0,Uniform + Locker + Laundry Service,00001891,G&K Services,PUBLIC WORKS,10/10/2011,02/29/2012,$100000.00,$39847.96,$60152.04
P518807:0,Uniform + Locker + Laundry Service,00001891,G&K Services,GENERAL SERVICES,10/10/2011,02/29/2012,$50000.00,$0.00,$50000.00
P518807:0,Uniform + Locker + Laundry Service,00001891,G&K Services,TRANSPORTATION,10/10/2011,02/29/2012,$20000.00,$536.20,$19463.80
P518809:0,Uniform hats,00006249,tanen cap co,FIRE,12/09/2011,12/08/2012,$15000.00,$0.00,$15000.00
P518811:0,Foam Core,00000811,PLAZA ARTIST MATERIALS OF THE MIDATLANTIC INC.,BUREAU OF PURCHASES,12/08/2011,05/09/2012,$2936.50,$0.00,$2936.50
P518827:0,FIELD MARKING CHALK - RECS & PARKS,00005473,Imerys,RECREATION & PARKS,12/09/2011,12/08/2012,$5440.00,$0.00,$5440.00
P518835:0,Liquid Propane ,00004842,Suburban Propane,POLICE,12/12/2011,12/11/2012,$5000.00,$4600.00,$400.00
P518858:0,Install & Maintain CCTV Cameras in the Northeast District,00002441,Tele-Tector of Maryland Inc.,MAYOR'S OFFICE ON CRIMINAL JUSTICE,11/23/2011,11/22/2012,$1130000.00,$340708.00,$789292.00
P518869:0,FY12 Nicotine Patches,00000638,Citizens Pharmacy Services,HEALTH,11/17/2011,11/16/2012,$10093.00,$10092.90,$0.10
P518870:0,Uniform Cleaning & Alteration Services,00002381,Chesapeake Uniform,PUBLIC WORKS,12/21/2011,12/20/2013,$7280.00,$3640.00,$3640.00
P518885:0,LAUNDRY SERVICE AS NEEDED,00002717,Odonnell Cleaners,HEALTH,12/19/2011,12/18/2012,$1188.00,$0.00,$1188.00
P518906:0,Temporary Services -- Field Social Workers,00000284,Abacus Corporation,HEALTH,12/20/2011,07/31/2012,$322545.00,$129365.10,$193179.90
P518914:0,Marketing and Public Relation Services,00000165,Sahara Communications Inc.,TRANSPORTATION,11/02/2011,10/31/2014,$220000.00,$0.00,$220000.00
P518918:0, Aluminum Sulfate 2012,00024285,"USALCO, LLC",PUBLIC WORKS,01/01/2012,12/31/2012,$2000000.00,$601086.00,$1398914.00
P518924:0,Bauer Compressor Testing and Maintenance,00001359,LBS ENTERPRISES INC.,FIRE,12/21/2011,12/20/2012,$17000.00,$3755.00,$13245.00
P518927:0,Fire Hose Repair,00001699,F. L. Anderson Company,FIRE,01/11/2012,01/10/2013,$25000.00,$0.00,$25000.00
P518930:0,Car Wash Soap and Rinse,00001757,"Baltimore Industries, Inc.",GENERAL SERVICES,12/22/2011,12/21/2012,$4955.00,$3205.00,$1750.00
P518949:0,"Service-Blanket-""Square D"" -PLC'S",00000690,GRAYBAR ELECTRIC,PUBLIC WORKS,12/01/2011,12/31/2012,$10000.00,$1503.33,$8496.67
P518983:0,Provide Cytology  Services,00000039,Onco Diagnostic Services Inc.,HEALTH,01/01/2012,12/31/2012,$60000.00,$21735.00,$38265.00
P518985:0,QuadGuard and  Barriers,00000679,National Capital Industries,TRANSPORTATION,01/02/2012,12/31/2012,$37300.00,$24704.82,$12595.18
P518986:0,Auction Services: Revenue Contract,00006607,Express Auction Services,BUREAU OF PURCHASES,01/01/2012,12/31/2014,$0.01,$0.00,$0.01
P518989:0,Exterior Window Washing for Enoch Pratt Libraries,00008203,Sparkle & Shine,ENOCH PRATT FREE LIBRARY,01/03/2012,01/02/2013,$15708.00,$5805.00,$9903.00
P518996:0,Digester Cleaning,00008403,"WeCare Organics, LLC",PUBLIC WORKS,12/21/2011,12/20/2012,$50000.00,$0.00,$50000.00
P519013:0,COOLING  WATER TREATMENT SERVICES FOR LOX PLANT,00021968,"International Chemstar, Inc.",PUBLIC WORKS,01/05/2012,01/04/2013,$6996.00,$6996.00,$0.00
P519032:0,Marketing Services for Water Taxi Harbor Connector,00000689,Mjach Designs,TRANSPORTATION,12/21/2011,12/20/2013,$65000.00,$8444.50,$56555.50
P519036:0,Dukes Jet Power II Blanket,00004257,"Duke's Sales & Service, Inc.",PUBLIC WORKS,01/11/2012,01/10/2013,$24000.00,$0.00,$24000.00
P519046:0,AquaGrip Coupling,00000693,Mueller Co.,PUBLIC WORKS,01/11/2012,01/10/2013,$4999.00,$1636.72,$3362.28
P519050:0,Parts and Service for Gravely and Arien Equipment,00000623,MID ATLANTIC TURF EQUIPMENT LLC,GENERAL SERVICES,01/01/2012,12/31/2012,$4999.00,$3577.68,$1421.32
P519051:0,Small & Large Saddle Gaskets,00000693,Mueller Co.,PUBLIC WORKS,01/11/2012,01/10/2013,$4999.00,$934.00,$4065.00
P519087:0,Renewal - COPA -Head Start  2012,00005898,Nulinx International Inc,HOUSING & COMMUNITY DEVELOPMENT,01/01/2012,12/31/2012,$36000.00,$18000.00,$18000.00
P519088:0,E911 Service,00010631,Verizon Select Services Inc.,POLICE,01/11/2012,01/10/2013,$1100000.00,$0.00,$1100000.00
P519089:0,Force on Force Marker Rounds,00001159,The Gun Shop,POLICE,01/11/2012,01/10/2013,$43900.00,$43900.00,$0.00
P519094:0,Magnesium Chloride,00001192,"Shurfire Distributors, Inc.",City-Wide,01/13/2012,01/12/2013,$24000.00,$8676.90,$15323.10
P519110:0,Sewer Lateral Inspections,00024237,"Prism Contractors & Engineers, Inc.",PUBLIC WORKS,01/24/2012,01/23/2013,$20000.00,$0.00,$20000.00
P519112:0,Forklift Maintenance,00009433,"Eastern lift Truck CO., Inc.",PUBLIC WORKS,01/23/2012,01/22/2013,$20000.00,$1100.00,$18900.00
P519117:0,Inlet Head w/Galvanized Facebar,00000464,"Belair Road Supply Co., Inc",PUBLIC WORKS,01/25/2012,01/24/2013,$40000.00,$16748.00,$23252.00
P519122:0,WAGE HEARING OFFICER,00013659,Alan B. Jacobson,COMM. RELATIONS,12/21/2011,12/21/2012,$5300.00,$0.00,$5300.00
P519132:0,Large & Small Sectional Vault Blanket,00002543,HD SUPPLY,PUBLIC WORKS,01/19/2012,01/18/2013,$4500.00,$1087.00,$3413.00
P519141:0,Specialty Cleaning,00002717,Odonnell Cleaners,FIRE,01/23/2012,01/22/2013,$2500.00,$30.75,$2469.25
P519151:0, HYCOR  PARTS,00003177,Parkson Corporation,PUBLIC WORKS,01/11/2012,01/10/2015,$150000.00,$11313.00,$138687.00
P519172:0,2012 Model Cars and Trucks,00000326,Winner Ford,City-Wide,01/18/2012,01/17/2013,$1400000.00,$0.00,$1400000.00
P519173:0,2012 Model Cars and Trucks,00000346,Criswell Chevrolet Inc,City-Wide,01/18/2012,01/17/2013,$1800000.00,$0.00,$1800000.00
P519174:0,2012 Model Cars and Trucks,00005872,APPLE FORD INC.,City-Wide,01/18/2012,01/17/2013,$1200000.00,$92260.00,$1107740.00
P519175:0,2012 Model Cars and Trucks,00007900,Hertrich Fleet Services,City-Wide,01/18/2012,01/17/2013,$100000.00,$0.00,$100000.00
P519176:0,2012 Model Cars and Trucks,00011798,Chapman Auto Group,City-Wide,01/18/2012,01/17/2013,$3000000.00,$0.00,$3000000.00
